invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,sales
579768,22561,WOODEN SCHOOL COLOURING SET,12,2011-11-30 15:08:00,1.65,14911,EIRE,19.799999999999997
579784,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2011-11-30 15:27:00,2.55,14258,United Kingdom,91.8
579784,82484,WOOD BLACK BOARD ANT WHITE FINISH,24,2011-11-30 15:27:00,6.75,14258,United Kingdom,162.0
579784,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,24,2011-11-30 15:27:00,8.15,14258,United Kingdom,195.60000000000002
579784,82494L,WOODEN FRAME ANTIQUE WHITE ,72,2011-11-30 15:27:00,2.55,14258,United Kingdom,183.6
579784,85099B,JUMBO BAG RED RETROSPOT,100,2011-11-30 15:27:00,1.79,14258,United Kingdom,179.0
579784,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,2011-11-30 15:27:00,1.79,14258,United Kingdom,179.0
579784,85099F,JUMBO BAG STRAWBERRY,100,2011-11-30 15:27:00,1.79,14258,United Kingdom,179.0
579786,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,48,2011-11-30 15:31:00,2.55,12524,Germany,122.39999999999999
579786,POST,POSTAGE,2,2011-11-30 15:31:00,18.0,12524,Germany,36.0
579807,22595,GINGHAM HEART DECORATION,36,2011-11-30 15:50:00,0.85,15046,United Kingdom,30.599999999999998
579843,20725,LUNCH BAG RED RETROSPOT,40,2011-11-30 16:21:00,1.65,12921,United Kingdom,66.0
579843,20727,LUNCH BAG  BLACK SKULL.,30,2011-11-30 16:21:00,1.65,12921,United Kingdom,49.5
579843,21621,VINTAGE UNION JACK BUNTING,12,2011-11-30 16:21:00,8.5,12921,United Kingdom,102.0
579843,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,30,2011-11-30 16:21:00,2.08,12921,United Kingdom,62.400000000000006
579843,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2011-11-30 16:21:00,1.95,12921,United Kingdom,46.8
579843,22384,LUNCH BAG PINK POLKADOT,30,2011-11-30 16:21:00,1.65,12921,United Kingdom,49.5
579843,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-11-30 16:21:00,2.08,12921,United Kingdom,20.8
579843,22386,JUMBO BAG PINK POLKADOT,20,2011-11-30 16:21:00,2.08,12921,United Kingdom,41.6
579843,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-11-30 16:21:00,2.95,12921,United Kingdom,17.700000000000003
579843,23199,JUMBO BAG APPLES,10,2011-11-30 16:21:00,2.08,12921,United Kingdom,20.8
579843,23201,JUMBO BAG ALPHABET,30,2011-11-30 16:21:00,2.08,12921,United Kingdom,62.400000000000006
579843,23202,JUMBO BAG VINTAGE LEAF,40,2011-11-30 16:21:00,2.08,12921,United Kingdom,83.2
579843,23203,JUMBO BAG VINTAGE DOILY ,40,2011-11-30 16:21:00,2.08,12921,United Kingdom,83.2
579843,23209,LUNCH BAG VINTAGE DOILY ,40,2011-11-30 16:21:00,1.65,12921,United Kingdom,66.0
579843,23298,SPOTTY BUNTING,36,2011-11-30 16:21:00,4.95,12921,United Kingdom,178.20000000000002
579843,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2011-11-30 16:21:00,1.69,12921,United Kingdom,81.12
579843,84946,ANTIQUE SILVER T-LIGHT GLASS,36,2011-11-30 16:21:00,1.25,12921,United Kingdom,45.0
579843,85099B,JUMBO BAG RED RETROSPOT,10,2011-11-30 16:21:00,2.08,12921,United Kingdom,20.8
579846,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-11-30 16:22:00,1.25,12921,United Kingdom,15.0
579846,21889,WOODEN BOX OF DOMINOES,12,2011-11-30 16:22:00,1.25,12921,United Kingdom,15.0
579846,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,18,2011-11-30 16:22:00,2.95,12921,United Kingdom,53.1
579846,22150,3 STRIPEY MICE FELTCRAFT,12,2011-11-30 16:22:00,1.95,12921,United Kingdom,23.4
579846,22551,PLASTERS IN TIN SPACEBOY,12,2011-11-30 16:22:00,1.65,12921,United Kingdom,19.799999999999997
579846,22561,WOODEN SCHOOL COLOURING SET,12,2011-11-30 16:22:00,1.65,12921,United Kingdom,19.799999999999997
579846,22632,HAND WARMER RED RETROSPOT,12,2011-11-30 16:22:00,2.1,12921,United Kingdom,25.200000000000003
579846,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-11-30 16:22:00,3.75,12921,United Kingdom,15.0
579846,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-11-30 16:22:00,2.1,12921,United Kingdom,25.200000000000003
579846,22867,HAND WARMER BIRD DESIGN,12,2011-11-30 16:22:00,2.1,12921,United Kingdom,25.200000000000003
579846,23084,RABBIT NIGHT LIGHT,18,2011-11-30 16:22:00,2.08,12921,United Kingdom,37.44
579854,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2011-11-30 16:26:00,2.55,14713,United Kingdom,102.0
579854,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-11-30 16:26:00,4.95,14713,United Kingdom,14.850000000000001
579854,22113,GREY HEART HOT WATER BOTTLE,4,2011-11-30 16:26:00,4.25,14713,United Kingdom,17.0
579854,22633,HAND WARMER UNION JACK,4,2011-11-30 16:26:00,2.1,14713,United Kingdom,8.4
579854,22865,HAND WARMER OWL DESIGN,4,2011-11-30 16:26:00,2.1,14713,United Kingdom,8.4
579854,23199,JUMBO BAG APPLES,2,2011-11-30 16:26:00,2.08,14713,United Kingdom,4.16
579854,23202,JUMBO BAG VINTAGE LEAF,2,2011-11-30 16:26:00,2.08,14713,United Kingdom,4.16
579854,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-11-30 16:26:00,1.65,14713,United Kingdom,19.799999999999997
579854,23301,GARDENERS KNEELING PAD KEEP CALM ,12,2011-11-30 16:26:00,1.65,14713,United Kingdom,19.799999999999997
579854,23355,HOT WATER BOTTLE KEEP CALM,6,2011-11-30 16:26:00,4.95,14713,United Kingdom,29.700000000000003
579854,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-11-30 16:26:00,7.95,14713,United Kingdom,15.9
579867,21481,FAWN BLUE HOT WATER BOTTLE,4,2011-11-30 16:41:00,3.75,16265,United Kingdom,15.0
579867,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-11-30 16:41:00,2.95,16265,United Kingdom,17.700000000000003
579867,22197,POPCORN HOLDER,24,2011-11-30 16:41:00,0.85,16265,United Kingdom,20.4
579867,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2011-11-30 16:41:00,2.08,16265,United Kingdom,41.6
579867,22630,DOLLY GIRL LUNCH BOX,12,2011-11-30 16:41:00,1.95,16265,United Kingdom,23.4
579867,22728,ALARM CLOCK BAKELIKE PINK,4,2011-11-30 16:41:00,3.75,16265,United Kingdom,15.0
579867,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-11-30 16:41:00,2.95,16265,United Kingdom,17.700000000000003
579867,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-11-30 16:41:00,0.55,16265,United Kingdom,13.200000000000001
579867,23084,RABBIT NIGHT LIGHT,12,2011-11-30 16:41:00,2.08,16265,United Kingdom,24.96
579867,23207,LUNCH BAG ALPHABET DESIGN,10,2011-11-30 16:41:00,1.65,16265,United Kingdom,16.5
579867,23343,JUMBO BAG VINTAGE CHRISTMAS ,50,2011-11-30 16:41:00,2.08,16265,United Kingdom,104.0
579867,23344,JUMBO BAG 50'S CHRISTMAS ,50,2011-11-30 16:41:00,2.08,16265,United Kingdom,104.0
579867,35970,ZINC FOLKART SLEIGH BELLS,12,2011-11-30 16:41:00,1.69,16265,United Kingdom,20.28
579868,22077,6 RIBBONS RUSTIC CHARM,12,2011-11-30 16:43:00,1.95,15544,United Kingdom,23.4
579868,22083,PAPER CHAIN KIT RETROSPOT,6,2011-11-30 16:43:00,2.95,15544,United Kingdom,17.700000000000003
579868,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-11-30 16:43:00,1.25,15544,United Kingdom,15.0
579870,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-11-30 16:47:00,8.25,12437,France,16.5
579870,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-11-30 16:47:00,1.65,12437,France,19.799999999999997
579870,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-30 16:47:00,12.75,12437,France,12.75
579870,22551,PLASTERS IN TIN SPACEBOY,12,2011-11-30 16:47:00,1.65,12437,France,19.799999999999997
579870,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-11-30 16:47:00,1.65,12437,France,19.799999999999997
579870,22960,JAM MAKING SET WITH JARS,6,2011-11-30 16:47:00,4.25,12437,France,25.5
579870,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-11-30 16:47:00,1.45,12437,France,17.4
579870,23084,RABBIT NIGHT LIGHT,24,2011-11-30 16:47:00,1.79,12437,France,42.96
579870,POST,POSTAGE,2,2011-11-30 16:47:00,18.0,12437,France,36.0
579872,21121,SET/10 RED POLKADOT PARTY CANDLES,6,2011-11-30 16:54:00,1.25,14085,United Kingdom,7.5
579872,21790,VINTAGE SNAP CARDS,20,2011-11-30 16:54:00,0.85,14085,United Kingdom,17.0
579872,21914,BLUE HARMONICA IN BOX ,24,2011-11-30 16:54:00,1.25,14085,United Kingdom,30.0
579872,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-11-30 16:54:00,3.75,14085,United Kingdom,15.0
579872,22750,FELTCRAFT PRINCESS LOLA DOLL,7,2011-11-30 16:54:00,3.75,14085,United Kingdom,26.25
579899,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-12-01 08:33:00,2.95,15687,United Kingdom,17.700000000000003
579899,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-12-01 08:33:00,0.85,15687,United Kingdom,20.4
579899,22595,GINGHAM HEART DECORATION,24,2011-12-01 08:33:00,0.85,15687,United Kingdom,20.4
579899,23301,GARDENERS KNEELING PAD KEEP CALM ,24,2011-12-01 08:33:00,1.65,15687,United Kingdom,39.599999999999994
579901,21232,STRAWBERRY CERAMIC TRINKET POT,12,2011-12-01 08:35:00,1.25,12569,Germany,15.0
579901,POST,POSTAGE,3,2011-12-01 08:35:00,18.0,12569,Germany,54.0
579910,20749,ASSORTED COLOUR MINI CASES,4,2011-12-01 08:52:00,7.95,14911,EIRE,31.8
579910,20750,RED RETROSPOT MINI CASES,4,2011-12-01 08:52:00,7.95,14911,EIRE,31.8
579910,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-12-01 08:52:00,0.55,14911,EIRE,13.200000000000001
579910,22423,REGENCY CAKESTAND 3 TIER,3,2011-12-01 08:52:00,12.75,14911,EIRE,38.25
579910,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-12-01 08:52:00,3.75,14911,EIRE,15.0
579910,22766,PHOTO FRAME CORNICE,8,2011-12-01 08:52:00,2.95,14911,EIRE,23.6
579910,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-12-01 08:52:00,1.45,14911,EIRE,17.4
579916,23084,RABBIT NIGHT LIGHT,24,2011-12-01 08:57:00,1.79,15187,United Kingdom,42.96
579920,84970S,HANGING HEART ZINC T-LIGHT HOLDER,144,2011-12-01 09:02:00,0.72,16839,United Kingdom,103.67999999999999
579921,22178,VICTORIAN GLASS HANGING T-LIGHT,96,2011-12-01 09:03:00,1.65,16839,United Kingdom,158.39999999999998
579921,22667,RECIPE BOX RETROSPOT ,24,2011-12-01 09:03:00,2.55,16839,United Kingdom,61.199999999999996
579922,20749,ASSORTED COLOUR MINI CASES,12,2011-12-01 09:06:00,6.35,13854,United Kingdom,76.19999999999999
579922,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-12-01 09:06:00,1.69,13854,United Kingdom,40.56
579937,22090,PAPER BUNTING RETROSPOT,12,2011-12-01 10:10:00,2.95,13509,United Kingdom,35.400000000000006
579942,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-12-01 10:33:00,2.95,16145,United Kingdom,17.700000000000003
579942,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-12-01 10:33:00,2.95,16145,United Kingdom,17.700000000000003
579942,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-12-01 10:33:00,4.95,16145,United Kingdom,14.850000000000001
579942,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-12-01 10:33:00,0.85,16145,United Kingdom,10.2
579942,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-12-01 10:33:00,2.95,16145,United Kingdom,17.700000000000003
579942,23245,SET OF 3 REGENCY CAKE TINS,4,2011-12-01 10:33:00,4.95,16145,United Kingdom,19.8
579942,23298,SPOTTY BUNTING,3,2011-12-01 10:33:00,4.95,16145,United Kingdom,14.850000000000001
579942,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,2011-12-01 10:33:00,1.95,16145,United Kingdom,19.5
579942,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-12-01 10:33:00,2.95,16145,United Kingdom,17.700000000000003
579949,21790,VINTAGE SNAP CARDS,12,2011-12-01 11:00:00,0.85,16700,United Kingdom,10.2
579949,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-12-01 11:00:00,1.25,16700,United Kingdom,15.0
579949,22727,ALARM CLOCK BAKELIKE RED ,8,2011-12-01 11:00:00,3.75,16700,United Kingdom,30.0
579949,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,2011-12-01 11:00:00,3.75,16700,United Kingdom,30.0
579949,22998,TRAVEL CARD WALLET KEEP CALM,48,2011-12-01 11:00:00,0.42,16700,United Kingdom,20.16
579949,23321,SMALL WHITE HEART OF WICKER,12,2011-12-01 11:00:00,1.65,16700,United Kingdom,19.799999999999997
579949,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-12-01 11:00:00,1.69,16700,United Kingdom,27.04
579954,20750,RED RETROSPOT MINI CASES,12,2011-12-01 11:10:00,6.35,16701,United Kingdom,76.19999999999999
579954,23084,RABBIT NIGHT LIGHT,24,2011-12-01 11:10:00,1.79,16701,United Kingdom,42.96
579962,22835,HOT WATER BOTTLE I AM SO POORLY,8,2011-12-01 11:12:00,4.95,14243,United Kingdom,39.6
579962,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,2011-12-01 11:12:00,6.95,14243,United Kingdom,27.8
579962,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-12-01 11:12:00,0.85,14243,United Kingdom,10.2
579962,85150,LADIES & GENTLEMEN METAL SIGN,6,2011-12-01 11:12:00,2.55,14243,United Kingdom,15.299999999999999
579980,21166,COOK WITH WINE METAL SIGN ,2,2011-12-01 11:16:00,2.08,13263,United Kingdom,4.16
579980,21181,PLEASE ONE PERSON METAL SIGN,2,2011-12-01 11:16:00,2.1,13263,United Kingdom,4.2
579980,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2011-12-01 11:16:00,4.95,13263,United Kingdom,9.9
579980,22077,6 RIBBONS RUSTIC CHARM,2,2011-12-01 11:16:00,1.95,13263,United Kingdom,3.9
579980,22112,CHOCOLATE HOT WATER BOTTLE,2,2011-12-01 11:16:00,4.95,13263,United Kingdom,9.9
579980,22113,GREY HEART HOT WATER BOTTLE,2,2011-12-01 11:16:00,4.25,13263,United Kingdom,8.5
579980,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-12-01 11:16:00,4.25,13263,United Kingdom,8.5
579980,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,10,2011-12-01 11:16:00,0.29,13263,United Kingdom,2.9
579980,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,10,2011-12-01 11:16:00,0.29,13263,United Kingdom,2.9
579980,23355,HOT WATER BOTTLE KEEP CALM,2,2011-12-01 11:16:00,4.95,13263,United Kingdom,9.9
579980,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-12-01 11:16:00,2.95,13263,United Kingdom,8.850000000000001
579980,82494L,WOODEN FRAME ANTIQUE WHITE ,3,2011-12-01 11:16:00,2.95,13263,United Kingdom,8.850000000000001
579980,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2011-12-01 11:16:00,2.1,13263,United Kingdom,4.2
579986,15056N,EDWARDIAN PARASOL NATURAL,12,2011-12-01 11:18:00,4.95,13777,United Kingdom,59.400000000000006
579986,20725,LUNCH BAG RED RETROSPOT,36,2011-12-01 11:18:00,1.45,13777,United Kingdom,52.199999999999996
579986,20727,LUNCH BAG  BLACK SKULL.,48,2011-12-01 11:18:00,1.45,13777,United Kingdom,69.6
579986,20971,PINK BLUE FELT CRAFT TRINKET BOX,72,2011-12-01 11:18:00,1.06,13777,United Kingdom,76.32000000000001
579986,21232,STRAWBERRY CERAMIC TRINKET BOX,224,2011-12-01 11:18:00,1.06,13777,United Kingdom,237.44
579986,22147,FELTCRAFT BUTTERFLY HEARTS,33,2011-12-01 11:18:00,1.45,13777,United Kingdom,47.85
580025,20727,LUNCH BAG  BLACK SKULL.,1,2011-12-01 11:53:00,1.65,15021,United Kingdom,1.65
580025,21479,WHITE SKULL HOT WATER BOTTLE ,1,2011-12-01 11:53:00,4.25,15021,United Kingdom,4.25
580025,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-12-01 11:53:00,4.95,15021,United Kingdom,4.95
580025,22383,LUNCH BAG SUKI DESIGN ,1,2011-12-01 11:53:00,1.65,15021,United Kingdom,1.65
580025,22457,NATURAL SLATE HEART CHALKBOARD ,2,2011-12-01 11:53:00,2.95,15021,United Kingdom,5.9
580025,22470,HEART OF WICKER LARGE,1,2011-12-01 11:53:00,2.95,15021,United Kingdom,2.95
580025,22662,LUNCH BAG DOLLY GIRL DESIGN,1,2011-12-01 11:53:00,1.65,15021,United Kingdom,1.65
580025,22766,PHOTO FRAME CORNICE,1,2011-12-01 11:53:00,2.95,15021,United Kingdom,2.95
580025,23321,SMALL WHITE HEART OF WICKER,1,2011-12-01 11:53:00,1.65,15021,United Kingdom,1.65
580025,23356,LOVE HOT WATER BOTTLE,1,2011-12-01 11:53:00,5.95,15021,United Kingdom,5.95
580025,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-12-01 11:53:00,2.95,15021,United Kingdom,17.700000000000003
580025,82483,WOOD 2 DRAWER CABINET WHITE FINISH,3,2011-12-01 11:53:00,6.95,15021,United Kingdom,20.85
580025,82494L,WOODEN FRAME ANTIQUE WHITE ,4,2011-12-01 11:53:00,2.95,15021,United Kingdom,11.8
580025,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-12-01 11:53:00,2.95,15021,United Kingdom,8.850000000000001
580026,21790,VINTAGE SNAP CARDS,216,2011-12-01 11:59:00,0.72,17381,United Kingdom,155.51999999999998
580027,20719,WOODLAND CHARLOTTE BAG,3,2011-12-01 12:01:00,0.85,14178,United Kingdom,2.55
580027,20723,STRAWBERRY CHARLOTTE BAG,4,2011-12-01 12:01:00,0.85,14178,United Kingdom,3.4
580027,21621,VINTAGE UNION JACK BUNTING,1,2011-12-01 12:01:00,8.5,14178,United Kingdom,8.5
580027,21733,RED HANGING HEART T-LIGHT HOLDER,1,2011-12-01 12:01:00,2.95,14178,United Kingdom,2.95
580027,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-12-01 12:01:00,2.95,14178,United Kingdom,5.9
580027,21790,VINTAGE SNAP CARDS,4,2011-12-01 12:01:00,0.85,14178,United Kingdom,3.4
580027,21914,BLUE HARMONICA IN BOX ,4,2011-12-01 12:01:00,1.25,14178,United Kingdom,5.0
580027,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-12-01 12:01:00,4.95,14178,United Kingdom,14.850000000000001
580027,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,2011-12-01 12:01:00,4.95,14178,United Kingdom,9.9
580027,22197,POPCORN HOLDER,15,2011-12-01 12:01:00,0.85,14178,United Kingdom,12.75
580027,22629,SPACEBOY LUNCH BOX ,1,2011-12-01 12:01:00,1.95,14178,United Kingdom,1.95
580027,22630,DOLLY GIRL LUNCH BOX,1,2011-12-01 12:01:00,1.95,14178,United Kingdom,1.95
580027,22633,HAND WARMER UNION JACK,9,2011-12-01 12:01:00,2.1,14178,United Kingdom,18.900000000000002
580027,22865,HAND WARMER OWL DESIGN,6,2011-12-01 12:01:00,2.1,14178,United Kingdom,12.600000000000001
580027,22866,HAND WARMER SCOTTY DOG DESIGN,6,2011-12-01 12:01:00,2.1,14178,United Kingdom,12.600000000000001
580027,22998,TRAVEL CARD WALLET KEEP CALM,4,2011-12-01 12:01:00,0.42,14178,United Kingdom,1.68
580027,23084,RABBIT NIGHT LIGHT,2,2011-12-01 12:01:00,2.08,14178,United Kingdom,4.16
580027,23439,HAND WARMER RED LOVE HEART,6,2011-12-01 12:01:00,2.1,14178,United Kingdom,12.600000000000001
580027,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-12-01 12:01:00,0.29,14178,United Kingdom,13.919999999999998
580028,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-12-01 12:11:00,4.95,13890,United Kingdom,14.850000000000001
580028,23355,HOT WATER BOTTLE KEEP CALM,4,2011-12-01 12:11:00,4.95,13890,United Kingdom,19.8
580028,23439,HAND WARMER RED LOVE HEART,12,2011-12-01 12:11:00,2.1,13890,United Kingdom,25.200000000000003
580028,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-12-01 12:11:00,1.25,13890,United Kingdom,15.0
580028,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-12-01 12:11:00,1.25,13890,United Kingdom,15.0
580032,20718,RED RETROSPOT SHOPPER BAG,5,2011-12-01 12:17:00,1.25,14659,United Kingdom,6.25
580032,20727,LUNCH BAG  BLACK SKULL.,4,2011-12-01 12:17:00,1.65,14659,United Kingdom,6.6
580032,20727,LUNCH BAG  BLACK SKULL.,3,2011-12-01 12:17:00,1.65,14659,United Kingdom,4.949999999999999
580032,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-12-01 12:17:00,0.95,14659,United Kingdom,0.95
580032,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-12-01 12:17:00,4.95,14659,United Kingdom,14.850000000000001
580032,22113,GREY HEART HOT WATER BOTTLE,1,2011-12-01 12:17:00,4.25,14659,United Kingdom,4.25
580032,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-12-01 12:17:00,4.25,14659,United Kingdom,4.25
580032,22469,HEART OF WICKER SMALL,4,2011-12-01 12:17:00,1.65,14659,United Kingdom,6.6
580032,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,5,2011-12-01 12:17:00,0.29,14659,United Kingdom,1.45
580032,22865,HAND WARMER OWL DESIGN,3,2011-12-01 12:17:00,2.1,14659,United Kingdom,6.300000000000001
580032,22866,HAND WARMER SCOTTY DOG DESIGN,3,2011-12-01 12:17:00,2.1,14659,United Kingdom,6.300000000000001
580032,23203,JUMBO BAG VINTAGE DOILY ,4,2011-12-01 12:17:00,2.08,14659,United Kingdom,8.32
580032,23209,LUNCH BAG VINTAGE DOILY ,5,2011-12-01 12:17:00,1.65,14659,United Kingdom,8.25
580032,23245,SET OF 3 REGENCY CAKE TINS,3,2011-12-01 12:17:00,4.95,14659,United Kingdom,14.850000000000001
580032,23321,SMALL WHITE HEART OF WICKER,2,2011-12-01 12:17:00,1.65,14659,United Kingdom,3.3
580032,23344,JUMBO BAG 50'S CHRISTMAS ,6,2011-12-01 12:17:00,2.08,14659,United Kingdom,12.48
580032,85099B,JUMBO BAG RED RETROSPOT,5,2011-12-01 12:17:00,2.08,14659,United Kingdom,10.4
580032,85099C,JUMBO  BAG BAROQUE BLACK WHITE,5,2011-12-01 12:17:00,2.08,14659,United Kingdom,10.4
580033,20713,JUMBO BAG OWLS,10,2011-12-01 12:18:00,2.08,14282,United Kingdom,20.8
580033,21930,JUMBO STORAGE BAG SKULLS,10,2011-12-01 12:18:00,2.08,14282,United Kingdom,20.8
580033,21931,JUMBO STORAGE BAG SUKI,20,2011-12-01 12:18:00,2.08,14282,United Kingdom,41.6
580033,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-12-01 12:18:00,2.08,14282,United Kingdom,20.8
580033,23203,JUMBO BAG VINTAGE DOILY ,10,2011-12-01 12:18:00,2.08,14282,United Kingdom,20.8
580033,85099B,JUMBO BAG RED RETROSPOT,10,2011-12-01 12:18:00,2.08,14282,United Kingdom,20.8
580033,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,2011-12-01 12:18:00,2.08,14282,United Kingdom,41.6
580043,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-12-01 12:25:00,4.95,14527,United Kingdom,9.9
580043,22114,HOT WATER BOTTLE TEA AND SYMPATHY,6,2011-12-01 12:25:00,4.25,14527,United Kingdom,25.5
580043,23343,JUMBO BAG VINTAGE CHRISTMAS ,2,2011-12-01 12:25:00,2.08,14527,United Kingdom,4.16
580043,23344,JUMBO BAG 50'S CHRISTMAS ,4,2011-12-01 12:25:00,2.08,14527,United Kingdom,8.32
580043,23355,HOT WATER BOTTLE KEEP CALM,6,2011-12-01 12:25:00,4.95,14527,United Kingdom,29.700000000000003
580043,23356,LOVE HOT WATER BOTTLE,1,2011-12-01 12:25:00,5.95,14527,United Kingdom,5.95
580043,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,2011-12-01 12:25:00,7.95,14527,United Kingdom,31.8
580043,84997D,CHILDRENS CUTLERY POLKADOT PINK,2,2011-12-01 12:25:00,4.15,14527,United Kingdom,8.3
580043,85099B,JUMBO BAG RED RETROSPOT,1,2011-12-01 12:25:00,2.08,14527,United Kingdom,2.08
580045,22138,BAKING SET 9 PIECE RETROSPOT ,24,2011-12-01 12:39:00,4.25,13090,United Kingdom,102.0
580045,22617,BAKING SET SPACEBOY DESIGN,24,2011-12-01 12:39:00,4.25,13090,United Kingdom,102.0
580045,35970,ZINC FOLKART SLEIGH BELLS,12,2011-12-01 12:39:00,1.69,13090,United Kingdom,20.28
580046,21621,VINTAGE UNION JACK BUNTING,6,2011-12-01 12:42:00,8.5,16156,United Kingdom,51.0
580046,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-12-01 12:42:00,2.95,16156,United Kingdom,17.700000000000003
580046,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2011-12-01 12:42:00,2.55,16156,United Kingdom,102.0
580046,23313,VINTAGE CHRISTMAS BUNTING,5,2011-12-01 12:42:00,4.95,16156,United Kingdom,24.75
580047,20727,LUNCH BAG  BLACK SKULL.,1,2011-12-01 12:44:00,1.65,12989,United Kingdom,1.65
580047,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2011-12-01 12:44:00,1.65,12989,United Kingdom,1.65
580047,22138,BAKING SET 9 PIECE RETROSPOT ,1,2011-12-01 12:44:00,4.95,12989,United Kingdom,4.95
580047,22621,TRADITIONAL KNITTING NANCY,2,2011-12-01 12:44:00,1.65,12989,United Kingdom,3.3
580047,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2011-12-01 12:44:00,0.85,12989,United Kingdom,0.85
580047,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-12-01 12:44:00,1.25,12989,United Kingdom,1.25
580047,23198,PANTRY MAGNETIC  SHOPPING LIST,1,2011-12-01 12:44:00,1.45,12989,United Kingdom,1.45
580047,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-12-01 12:44:00,1.65,12989,United Kingdom,1.65
580047,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,6,2011-12-01 12:44:00,0.29,12989,United Kingdom,1.7399999999999998
